record_id,region,location_name,latitude,longitude,month,year,habitat_class,flooded_area_km2,water_depth_cm,inundation_duration_days,vegetation_type,canopy_cover_percent,floating_vegetation_present,substrate_type,water_flow_rate,nutrient_level,suitable_for_aquatic_plants,suitable_for_flood_forest_trees,suitable_for_macrophytes,suitable_for_rice_cultivation,habitat_productivity_index
918,Amazon_Central,Site_0918,-5.555,-66.9849,Mar,1991,River_Channel,4594,1293,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
919,Amazon_Mainstem_East,Site_0919,-3.5717,-67.0864,Oct,1988,River_Channel,3775,1030,30,None,0,No,Mixed,Fast,Low,Yes,No,No,No,25
920,Amazon_Mainstem_West,Site_0920,-4.4128,-68.8197,May,1986,Flooded_Forest,157248,342,27,Flooded_Shrubs,81,No,Mud,Stagnant,High,No,Yes,No,No,80
921,Amazon_Central,Site_0921,-2.5187,-67.8716,Jan,1988,Flooded_Forest,147493,560,30,Flooded_Trees,72,Yes,Organic_Matter,Stagnant,High,No,Yes,No,No,75
922,Amazon_Mainstem_East,Site_0922,-0.0293,-58.9536,Nov,1981,Flooded_Forest,55323,388,6,Flooded_Shrubs,63,No,Clay,Stagnant,Very_High,No,Yes,Marginal,No,80
923,Amazon_Mainstem,Site_0923,-7.9661,-55.1798,May,1996,Flooded_Forest,107028,533,25,Flooded_Trees,83,No,Sand,Slow,High,No,Yes,No,No,70
924,Amazon_Mainstem_West,Site_0924,-5.6542,-60.6158,Dec,1995,River_Channel,4202,440,30,None,0,No,Mixed,Fast,Moderate,Yes,No,No,No,40
925,Amazon_Mainstem_West,Site_0925,-7.0212,-56.8808,Jun,1993,Flooded_Forest,91257,599,29,Flooded_Shrubs,66,No,Mixed,Slow,Very_High,No,Yes,Marginal,No,70
926,Amazon_Mainstem_West,Site_0926,-5.6655,-71.0777,Dec,1979,Macrophyte,53204,195,10,Floating_Macrophytes,88,Yes,Mixed,Slow,High,No,No,Yes,Yes,100
927,Amazon_Central,Site_0927,-4.5389,-62.7119,Oct,1995,Macrophyte,28140,102,14,Floating_Macrophytes,45,Yes,Sand,Stagnant,Moderate,No,Marginal,Yes,Yes,75
928,Amazon_Mainstem_East,Site_0928,-7.9077,-69.8208,Feb,1984,Flooded_Forest,115149,207,25,Flooded_Shrubs,88,Yes,Organic_Matter,Stagnant,High,No,Yes,No,No,100
929,Amazon_Mainstem_East,Site_0929,-2.743,-70.4209,Jul,1991,River_Channel,4294,516,30,None,0,No,Mixed,Fast,Low,Yes,No,No,No,25
930,Amazon_Mainstem,Site_0930,-2.0069,-69.2687,Feb,1982,River_Channel,5517,771,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,40
931,Amazon_Mainstem,Site_0931,-3.0656,-69.5734,Sep,1990,River_Channel,3924,905,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,50
932,Amazon_Central,Site_0932,-2.0474,-67.2227,Feb,1993,Macrophyte,70268,115,25,Aquatic_Grasses,83,Yes,Clay,Slow,Moderate,Yes,Marginal,Yes,Yes,80
933,Amazon_Central,Site_0933,-3.3587,-54.7624,Apr,1992,River_Channel,5210,1217,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,40
934,Amazon_Mainstem,Site_0934,-3.5609,-66.7863,Apr,1981,River_Channel,5411,731,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
935,Amazon_Central,Site_0935,-0.5858,-57.4327,Dec,1987,Macrophyte,34394,186,20,Floating_Macrophytes,60,Yes,Sand,Stagnant,High,Yes,No,Yes,Yes,95
936,Amazon_Mainstem_East,Site_0936,-4.0892,-54.0081,Nov,1995,Flooded_Forest,43077,174,15,Flooded_Shrubs,70,No,Mixed,Slow,Very_High,No,Yes,No,No,100
937,Amazon_Mainstem,Site_0937,-7.9226,-65.4264,Jul,1985,River_Channel,4163,856,30,None,0,No,Mud,Fast,Moderate,Yes,No,No,No,25
938,Amazon_Central,Site_0938,-5.5499,-58.8822,Oct,1979,Open_Water,33190,568,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,50
939,Amazon_Mainstem_East,Site_0939,-0.9353,-62.5359,Oct,1980,River_Channel,4935,1143,30,None,0,No,Clay,Fast,Moderate,Yes,No,No,No,25
940,Amazon_Mainstem_East,Site_0940,-6.8835,-61.4886,Jan,1995,River_Channel,5697,1284,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,40
941,Amazon_Central,Site_0941,-1.4812,-62.6889,Feb,1994,River_Channel,5673,499,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,40
942,Amazon_Mainstem_East,Site_0942,-1.914,-67.539,Dec,1984,Open_Water,32795,400,30,None,0,No,Sand,Slow,Moderate,Yes,No,No,No,55
943,Amazon_Central,Site_0943,-3.6974,-70.5181,Jan,1985,Open_Water,55942,442,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,55
944,Amazon_Central,Site_0944,-0.0581,-60.8807,Aug,1981,Flooded_Forest,39284,502,2,Flooded_Shrubs,91,Yes,Sand,Slow,High,No,Yes,No,No,70
945,Amazon_Mainstem,Site_0945,-1.4011,-61.7864,Mar,1986,River_Channel,4470,683,30,None,0,No,Clay,Fast,Low,Yes,No,No,No,25
946,Amazon_Central,Site_0946,-2.4048,-56.3577,Sep,1991,Open_Water,34242,317,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,65
947,Amazon_Mainstem_West,Site_0947,-6.1579,-59.804,Jul,1993,Macrophyte,48815,179,16,Floating_Macrophytes,59,Yes,Clay,Stagnant,High,Yes,No,Yes,Yes,95
948,Amazon_Mainstem_East,Site_0948,-3.3019,-56.8741,Jun,1992,Open_Water,51697,471,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,65
949,Amazon_Central,Site_0949,-5.806,-65.6196,Jan,1992,River_Channel,4187,1427,30,None,0,No,Mixed,Fast,Moderate,Yes,No,No,No,25
950,Amazon_Central,Site_0950,-0.0422,-65.5881,Nov,1992,Flooded_Forest,67464,242,0,Flooded_Shrubs,88,Yes,Sand,Slow,High,No,Yes,No,No,100
951,Amazon_Central,Site_0951,-0.2822,-64.2701,Aug,1982,Macrophyte,60371,170,15,Floating_Macrophytes,40,Yes,Organic_Matter,Stagnant,High,No,No,Yes,Yes,100
952,Amazon_Mainstem_West,Site_0952,-1.7155,-63.5065,Feb,1988,Open_Water,38421,340,30,None,0,No,Clay,Slow,Low,Yes,No,No,No,55
953,Amazon_Mainstem,Site_0953,-1.8509,-63.2115,Oct,1987,Open_Water,25903,788,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
954,Amazon_Mainstem,Site_0954,-7.8192,-58.8329,May,1985,Macrophyte,56076,80,24,Aquatic_Grasses,85,Yes,Mixed,Stagnant,High,Yes,Marginal,Yes,Yes,80
955,Amazon_Mainstem,Site_0955,-2.1265,-70.7729,Oct,1986,Macrophyte,49638,53,19,Aquatic_Grasses,45,Yes,Clay,Slow,High,Yes,Marginal,Yes,Yes,85
956,Amazon_Central,Site_0956,-4.3605,-57.8639,Jul,1979,River_Channel,3735,1480,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,40
957,Amazon_Mainstem,Site_0957,-4.9205,-70.6871,Oct,1984,Flooded_Forest,76745,503,15,Flooded_Trees,60,Yes,Mixed,Stagnant,High,No,Yes,Marginal,No,65
958,Amazon_Mainstem_West,Site_0958,-3.6741,-58.6029,Mar,1980,River_Channel,5423,1191,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,50
959,Amazon_Mainstem,Site_0959,-0.0462,-59.366,Mar,1984,Flooded_Forest,124269,120,28,Flooded_Trees,62,No,Mixed,Slow,High,No,Yes,Marginal,No,100
960,Amazon_Mainstem_East,Site_0960,-0.0181,-60.6709,Sep,1984,River_Channel,3654,1358,30,None,0,No,Clay,Fast,Moderate,Yes,No,No,No,25
961,Amazon_Mainstem_West,Site_0961,-1.6659,-70.6496,Jun,1980,Flooded_Forest,87602,226,25,Flooded_Shrubs,83,No,Mixed,Slow,Very_High,No,Yes,No,No,100
962,Amazon_Mainstem_West,Site_0962,-1.289,-60.9006,Feb,1990,Flooded_Forest,78211,534,26,Flooded_Trees,64,Yes,Clay,Stagnant,Very_High,No,Yes,Marginal,No,65
963,Amazon_Mainstem_West,Site_0963,-3.1119,-71.9077,Jan,1979,Flooded_Forest,95386,360,27,Flooded_Shrubs,95,Yes,Clay,Stagnant,High,No,Yes,No,No,80
964,Amazon_Mainstem,Site_0964,-2.1041,-58.8518,Jul,1981,Open_Water,36036,481,30,None,0,No,Organic_Matter,Slow,Low,Yes,No,No,No,65
965,Amazon_Mainstem,Site_0965,-0.9535,-59.3408,Jan,1992,Macrophyte,60989,113,20,Aquatic_Grasses,77,Yes,Organic_Matter,Stagnant,Moderate,Yes,Marginal,Yes,Yes,85
966,Amazon_Mainstem_East,Site_0966,-7.1107,-71.8242,May,1979,Open_Water,56959,294,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,70
967,Amazon_Mainstem,Site_0967,-7.3776,-65.6607,Dec,1987,Flooded_Forest,93361,259,13,Flooded_Trees,87,No,Mixed,Slow,Very_High,No,Yes,No,No,100
968,Amazon_Mainstem_East,Site_0968,-6.607,-67.7427,Jan,1981,Flooded_Forest,160961,213,27,Flooded_Trees,71,No,Mixed,Stagnant,High,No,Yes,No,No,95
969,Amazon_Mainstem_East,Site_0969,-0.4634,-66.2138,Jul,1993,Macrophyte,33429,94,17,Aquatic_Grasses,66,Yes,Mixed,Slow,High,Yes,Marginal,Yes,Yes,85
970,Amazon_Mainstem_West,Site_0970,-2.5101,-56.1284,Jun,1996,Open_Water,38100,410,30,None,0,No,Organic_Matter,Slow,Low,Yes,No,No,No,65
971,Amazon_Mainstem_East,Site_0971,-3.1471,-69.4571,Feb,1982,River_Channel,4002,1495,30,None,0,No,Mud,Fast,Moderate,Yes,No,No,No,25
972,Amazon_Mainstem_East,Site_0972,-2.9209,-71.6462,Aug,1990,Flooded_Forest,54472,143,8,Flooded_Shrubs,68,Yes,Mud,Slow,High,No,Yes,Marginal,No,100
973,Amazon_Mainstem_East,Site_0973,-0.5138,-63.3321,Nov,1996,River_Channel,5038,518,30,None,0,No,Mud,Fast,Low,Yes,No,No,No,25
974,Amazon_Mainstem_West,Site_0974,-3.1397,-59.0566,Jun,1988,Macrophyte,50861,249,20,Emergent_Vegetation,68,Yes,Mixed,Stagnant,High,Yes,No,Yes,No,95
975,Amazon_Mainstem,Site_0975,-6.74,-71.4522,Dec,1984,Flooded_Forest,75480,540,9,Flooded_Trees,88,Yes,Sand,Stagnant,High,No,Yes,No,No,65
976,Amazon_Central,Site_0976,-1.6269,-70.2023,Oct,1982,Flooded_Forest,59666,375,0,Flooded_Shrubs,80,No,Mud,Slow,High,No,Yes,No,No,85
977,Amazon_Central,Site_0977,-7.6116,-55.1538,Apr,1996,Macrophyte,65044,237,27,Floating_Macrophytes,80,Yes,Organic_Matter,Slow,Moderate,Yes,No,Yes,No,90
978,Amazon_Mainstem_West,Site_0978,-7.5286,-61.7885,Jan,1981,Flooded_Forest,90922,287,25,Flooded_Shrubs,88,Yes,Clay,Slow,Very_High,No,Yes,No,No,100
979,Amazon_Mainstem_East,Site_0979,-0.2036,-70.0672,Sep,1982,Flooded_Forest,61831,523,1,Flooded_Shrubs,77,Yes,Clay,Slow,High,No,Yes,No,No,70
980,Amazon_Central,Site_0980,-7.98,-55.2713,Mar,1985,Flooded_Forest,106688,144,28,Flooded_Shrubs,85,Yes,Organic_Matter,Stagnant,High,No,Yes,No,No,100
981,Amazon_Mainstem_West,Site_0981,-0.9329,-54.4094,Feb,1989,Flooded_Forest,100825,206,29,Flooded_Shrubs,79,Yes,Mixed,Stagnant,High,No,Yes,No,No,95
982,Amazon_Mainstem_East,Site_0982,-0.067,-70.3128,May,1992,Open_Water,41341,499,30,None,0,No,Sand,Slow,Low,Yes,No,No,No,55
983,Amazon_Mainstem_East,Site_0983,-1.956,-64.948,Jul,1992,River_Channel,3909,942,30,None,0,No,Mixed,Fast,Moderate,Yes,No,No,No,25
984,Amazon_Mainstem_West,Site_0984,-3.1372,-58.771,Jul,1981,Macrophyte,54916,194,5,Emergent_Vegetation,45,Yes,Clay,Stagnant,High,No,No,Yes,Yes,95
985,Amazon_Mainstem_East,Site_0985,-3.0078,-66.5541,Nov,1991,Flooded_Forest,28910,289,7,Flooded_Shrubs,65,Yes,Mud,Slow,Very_High,No,Yes,Marginal,No,100
986,Amazon_Mainstem_East,Site_0986,-0.7477,-63.8702,Jan,1979,Macrophyte,66157,194,26,Aquatic_Grasses,65,Yes,Organic_Matter,Stagnant,Moderate,Yes,No,Yes,Yes,85
987,Amazon_Mainstem_East,Site_0987,-2.2553,-64.796,Jun,1996,River_Channel,4166,1395,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,40
988,Amazon_Mainstem_West,Site_0988,-4.445,-70.5574,Aug,1982,River_Channel,4294,503,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,40
989,Amazon_Mainstem_East,Site_0989,-6.2304,-57.3274,Jan,1981,Macrophyte,54183,158,29,Aquatic_Grasses,85,Yes,Organic_Matter,Slow,Moderate,Yes,No,Yes,Yes,90
990,Amazon_Mainstem_East,Site_0990,-5.6926,-71.9219,Jan,1979,Open_Water,55000,561,30,None,0,No,Clay,Slow,Low,Yes,No,No,No,40
991,Amazon_Mainstem_West,Site_0991,-0.6898,-63.0697,Feb,1994,Macrophyte,67358,186,23,Aquatic_Grasses,51,Yes,Mud,Slow,High,Yes,No,Yes,Yes,100
992,Amazon_Mainstem_West,Site_0992,-0.3694,-71.2182,Nov,1987,Flooded_Forest,53152,181,4,Flooded_Trees,80,No,Mud,Slow,High,No,Yes,No,No,100
993,Amazon_Mainstem_East,Site_0993,-6.975,-58.2426,Jan,1996,River_Channel,5529,415,30,None,0,No,Mud,Fast,Low,Yes,No,No,No,40
994,Amazon_Central,Site_0994,-0.5971,-59.8289,Jan,1990,Macrophyte,45016,192,27,Floating_Macrophytes,44,Yes,Sand,Stagnant,High,Yes,No,Yes,Yes,95
995,Amazon_Mainstem_East,Site_0995,-4.0457,-57.582,Sep,1996,Flooded_Forest,28935,531,13,Flooded_Trees,76,Yes,Sand,Stagnant,High,No,Yes,No,No,65
996,Amazon_Mainstem,Site_0996,-7.5687,-60.3016,Jun,1985,River_Channel,4643,438,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,65
997,Amazon_Mainstem,Site_0997,-2.6262,-57.9515,Apr,1990,Flooded_Forest,95826,286,27,Flooded_Shrubs,86,Yes,Sand,Slow,High,No,Yes,No,No,100
998,Amazon_Mainstem_East,Site_0998,-1.0869,-55.5735,Feb,1987,Open_Water,45708,752,30,None,0,No,Mixed,Slow,Low,Yes,No,No,No,40
999,Amazon_Central,Site_0999,-5.5648,-71.8945,Feb,1982,River_Channel,4002,432,30,None,0,No,Mud,Moderate,Moderate,Yes,No,No,No,55
1000,Amazon_Mainstem_East,Site_1000,-7.8807,-55.7003,Oct,1992,Open_Water,30331,225,30,None,0,No,Mud,Moderate,Moderate,Yes,No,No,No,70
